id,pop,lat,lon,id2,Date,city,Elevation,plus_code,Capture_method,sex,Weiht_rams,body_width,body_circumference,Wing,Tarsus,wingspan,Beak_length,length_body,Colour_Secondary_feathers,Colour_Beak,Colour_Eye_circle,Colour_Back,Colour_Chest
NBM086,North Batinah,24.7464375,56.4716875,117,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,100.96,4,12,20,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
NBM087,North Batinah,24.7464375,56.4716875,118,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,102.6,4,12,20.2,4,42,2,24.5,white,yellow,yellow,brown_grey,brown_grey
NBM088,North Batinah,24.7464375,56.4716875,119,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,106.06,4,12,22,4,45,2,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM089,North Batinah,24.7464375,56.4716875,120,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,116.81,4,12.5,22,4,44.5,2.2,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM097,North Batinah,24.3783125,56.7399375,128,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,101.93,4,11,19,4,41,2.1,25,white,yellow,yellow,brown_grey,brown_grey
NBM098,North Batinah,24.3783125,56.7399375,129,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,125.14,4,14,22,4,45.5,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM099,North Batinah,24.3783125,56.7399375,130,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,131.26,4,13,21,4,44,2.6,26,white,yellow,yellow,brown_grey,brown_grey
NBM100,North Batinah,24.3783125,56.7399375,131,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,116.49,4,12,20,4,44,2.2,27,white,yellow,yellow,brown_grey,brown_grey
NBM101,North Batinah,24.3783125,56.7399375,132,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,139.25,4,13,21,4,41,2.2,26.5,white,yellow,orange,brown_grey,brown_grey
NBM102,North Batinah,24.3783125,56.7399375,133,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,109.46,4,12,20,4,42,2,25,white,yellow,yellow,brown_grey,brown_grey
SAHM013,North Batinah,24.1661875,56.8946875,22,12/7/23,Saham,16,7HPR5V8V+FVF,Shoot,Male,115.19,4,13.2,19,4,41.7,2,27.5,black,yellow,yellow,brown_grey,brown_grey
mctm017,Muscat,23.2800625,57.9174375,190,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,116.57,4,12,21,4,43,2,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM046,North Batinah,24.3783125,56.7399375,88,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,117.36,4,12,21,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM069,North Batinah,24.5620625,56.5744375,100,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Female,100.51,4,12,20,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
NBM072,North Batinah,24.5620625,56.5744375,103,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Male,130.7,4,13,21,4,42,2.1,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM079,North Batinah,24.7464375,56.4716875,110,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,112,4,11,20.5,4,43,2.2,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM080,North Batinah,24.7464375,56.4716875,111,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,89.52,4,11,20,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
NBM080/81,North Batinah,24.7464375,56.4716875,112,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,109.93,4,12,21,4,45,2.2,26,white,yellow,orange,brown_grey,brown_grey
NBM082,North Batinah,24.7464375,56.4716875,113,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,115.62,4,12,20,4,43,2.2,26,white,yellow,yellow,brown_grey,brown_grey
NBM083,North Batinah,24.7464375,56.4716875,114,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,119.03,4,12.5,22,4,46,2.2,26,white,yellow,yellow,brown_grey,brown_grey
NBM084,North Batinah,24.7464375,56.4716875,115,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,123.04,4,13,20,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM091,North Batinah,24.7464375,56.4716875,122,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,101.65,4,12,20,4,41,2,24.5,white,yellow,yellow,brown_grey,white
NBM092,North Batinah,24.3783125,56.7399375,123,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,95.42,4,12,19,4,41,2,25,white,yellow,yellow,brown_grey,brown
NBM093,North Batinah,24.3783125,56.7399375,124,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,117.57,4,12,21,4,42,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM094,North Batinah,24.3783125,56.7399375,125,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,123.17,4,12.5,22,4,44,2,28,white,yellow,orange,brown_grey,brown_grey
NBM095,North Batinah,24.3783125,56.7399375,126,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Unknown,122.4,4,12,21.5,4,44,2.2,26,white,yellow,yellow,brown_grey,brown_grey
NBM096,North Batinah,24.3783125,56.7399375,127,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,122.43,4,13,20,4,44,2,27,white,yellow,yellow,brown_grey,brown_grey
NBM103,North Batinah,24.3783125,56.7399375,134,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,110.37,4,11,20,4,41,2.1,25,white,yellow,yellow,brown_grey,brown_grey
NBM105,North Batinah,24.3783125,56.7399375,136,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,106.91,4,12,20,4,43,2.1,25,white,yellow,yellow,brown_grey,brown_grey
NBM106,North Batinah,24.3783125,56.7399375,137,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,109.45,4,12,20,4,42,2.3,26,white,yellow,orange,brown_grey,brown_grey
NBM107,North Batinah,24.3783125,56.7399375,138,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,110.73,4,12,19,4,41,2.1,24.5,white,yellow,yellow,brown_grey,brown_grey
NBM108,North Batinah,24.3783125,56.7399375,139,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,110.83,4,13,20,4,44,2.2,26,white,yellow,yellow,brown_grey,brown_grey
sllm001,Dhofar,18.0106875,54.1739375,261,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,124.92,4,12,21.5,4,45,2,26,white,yellow,yellow,brown_grey,brown_grey
sllm010,Dhofar,18.0106875,54.1739375,270,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,102.3,4,11,19.5,4,40.5,2,23.5,white,yellow,yellow,brown_grey,brown_grey
sllm011,Dhofar,18.0106875,54.1739375,271,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,98.97,4,11.5,21,3.5,42.5,2,24,white,yellow,yellow,brown_grey,brown_grey
sllm002,Dhofar,18.0106875,54.1739375,262,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,107.94,4,12,22,3.5,45,2.2,26.5,white,yellow,yellow,brown_grey,brown_grey
sllm003,Dhofar,18.0106875,54.1739375,263,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,104.13,4,12,20.5,4,44,2,26,white,yellow,yellow,brown_grey,brown_grey
sllm004,Dhofar,18.0106875,54.1739375,264,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,118.05,4,12,22,4,45,2,26.5,white,yellow,yellow,brown_grey,brown_grey
sllm005,Dhofar,18.0106875,54.1739375,265,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,102.65,4,11.5,21,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
sllm006,Dhofar,18.0106875,54.1739375,266,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,115.01,4,12,20,4,42,2,26,white,yellow,yellow,brown_grey,brown_grey
sllm007,Dhofar,18.0106875,54.1739375,267,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,95.4,4,11,20,4,42,2,24.5,white,yellow,yellow,brown_grey,brown_grey
sllm008,Dhofar,18.0106875,54.1739375,268,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,131.5,4,14,23.5,4,47,2.1,28,white,yellow,yellow,brown_grey,brown_grey
sllm009,Dhofar,18.0106875,54.1739375,269,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,99.08,4,11,20.5,3.5,42.5,2,24.5,white,yellow,yellow,brown_grey,brown_grey
sllm013,Dhofar,18.0106875,54.1739375,273,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,123,4,11,21.5,4,44,2,25,white,yellow,yellow,brown_grey,brown_grey
sllm022,Dhofar,18.0106875,54.1739375,282,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,94.57,4,11,20.5,4,43,2,24.5,white,yellow,yellow,brown_grey,brown_grey
sllm023,Dhofar,18.0106875,54.1739375,335,3/8/24,Salalah,25,7HCP256F+7H,Shoot,male,117.57,4,12,20,4,45,2,26,white,yellow,yellow,brown_grey,brown_grey
sllm024,Dhofar,18.0106875,54.1739375,336,3/8/24,Salalah,25,7HCP256F+7H,Shoot,female,118.04,4,12.5,22,4,45,2.2,26,white,yellow,yellow,brown_grey,brown_grey
sllm014,Dhofar,18.0106875,54.1739375,274,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,95.95,4,11,20,4,42,2,25.5,white,yellow,yellow,brown_grey,brown_grey
sllm015,Dhofar,18.0106875,54.1739375,275,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,116.91,4,12,20,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
sllm016,Dhofar,18.0106875,54.1739375,276,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Female,117.85,4,12,20,4,43,2,25,white,yellow,yellow,brown_grey,brown_grey
sllm017,Dhofar,18.0106875,54.1739375,277,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,123.11,4,12,21.5,4,44,2.1,26,white,yellow,yellow,brown_grey,brown_grey
sllm018,Dhofar,18.0106875,54.1739375,278,2/17/24,Salalah,26,7HCP256F+7H,Shoot,Male,110.22,4,11.5,22,4,44,2,26,white,yellow,yellow,brown_grey,brown_grey
